"parameter","time","value","statistic","method"
"R",39,0.73,"MCV","LW99"
"p: S->I",39,0.78,"MCV","LW99"
"p: I->R",39,0.78,"MCV","LW99"
"r: S->I",39,0.76,"MCV","LW99"
"r: I->R",39,0.79,"MCV","LW99"
"S",40,0.7,"MCV","LW99"
"I",40,0.84,"MCV","LW99"
"R",40,0.71,"MCV","LW99"
"p: S->I",40,0.77,"MCV","LW99"
"p: I->R",40,0.79,"MCV","LW99"
"r: S->I",40,0.73,"MCV","LW99"
"r: I->R",40,0.8,"MCV","LW99"
"S",41,0.71,"MCV","LW99"
"I",41,0.86,"MCV","LW99"
"R",41,0.72,"MCV","LW99"
"p: S->I",41,0.79,"MCV","LW99"
"p: I->R",41,0.78,"MCV","LW99"
"r: S->I",41,0.74,"MCV","LW99"
"r: I->R",41,0.8,"MCV","LW99"
"S",42,0.7,"MCV","LW99"
"I",42,0.84,"MCV","LW99"
"R",42,0.71,"MCV","LW99"
"p: S->I",42,0.79,"MCV","LW99"
"p: I->R",42,0.79,"MCV","LW99"
"r: S->I",42,0.75,"MCV","LW99"
"r: I->R",42,0.79,"MCV","LW99"
"S",43,0.68,"MCV","LW99"
"I",43,0.84,"MCV","LW99"
"R",43,0.71,"MCV","LW99"
"p: S->I",43,0.79,"MCV","LW99"
"p: I->R",43,0.78,"MCV","LW99"
"r: S->I",43,0.75,"MCV","LW99"
"r: I->R",43,0.77,"MCV","LW99"
"S",44,0.68,"MCV","LW99"
"I",44,0.85,"MCV","LW99"
"R",44,0.69,"MCV","LW99"
"p: S->I",44,0.8,"MCV","LW99"
"p: I->R",44,0.76,"MCV","LW99"
"r: S->I",44,0.73,"MCV","LW99"
"r: I->R",44,0.77,"MCV","LW99"
"S",45,0.65,"MCV","LW99"
"I",45,0.88,"MCV","LW99"
"R",45,0.7,"MCV","LW99"
"p: S->I",45,0.8,"MCV","LW99"
"p: I->R",45,0.77,"MCV","LW99"
"r: S->I",45,0.74,"MCV","LW99"
"r: I->R",45,0.77,"MCV","LW99"
"S",46,0.66,"MCV","LW99"
"I",46,0.86,"MCV","LW99"
"R",46,0.72,"MCV","LW99"
"p: S->I",46,0.8,"MCV","LW99"
"p: I->R",46,0.75,"MCV","LW99"
"r: S->I",46,0.73,"MCV","LW99"
"r: I->R",46,0.76,"MCV","LW99"
"S",47,0.65,"MCV","LW99"
"I",47,0.89,"MCV","LW99"
"R",47,0.68,"MCV","LW99"
"p: S->I",47,0.8,"MCV","LW99"
"p: I->R",47,0.75,"MCV","LW99"
"r: S->I",47,0.73,"MCV","LW99"
"r: I->R",47,0.76,"MCV","LW99"
"S",48,0.62,"MCV","LW99"
"I",48,0.86,"MCV","LW99"
"R",48,0.67,"MCV","LW99"
"p: S->I",48,0.8,"MCV","LW99"
"p: I->R",48,0.75,"MCV","LW99"
"r: S->I",48,0.72,"MCV","LW99"
"r: I->R",48,0.76,"MCV","LW99"
"S",49,0.64,"MCV","LW99"
"I",49,0.87,"MCV","LW99"
"R",49,0.66,"MCV","LW99"
"p: S->I",49,0.78,"MCV","LW99"
"p: I->R",49,0.75,"MCV","LW99"
"r: S->I",49,0.72,"MCV","LW99"
"r: I->R",49,0.76,"MCV","LW99"
"S",50,0.64,"MCV","LW99"
"I",50,0.89,"MCV","LW99"
"R",50,0.65,"MCV","LW99"
"p: S->I",50,0.78,"MCV","LW99"
"p: I->R",50,0.75,"MCV","LW99"
"r: S->I",50,0.72,"MCV","LW99"
"r: I->R",50,0.77,"MCV","LW99"
"S",51,0.64,"MCV","LW99"
"I",51,0.91,"MCV","LW99"
"R",51,0.66,"MCV","LW99"
"p: S->I",51,0.78,"MCV","LW99"
"p: I->R",51,0.76,"MCV","LW99"
"r: S->I",51,0.72,"MCV","LW99"
"r: I->R",51,0.74,"MCV","LW99"
"S",52,0.65,"MCV","LW99"
"I",52,0.9,"MCV","LW99"
"R",52,0.66,"MCV","LW99"
"p: S->I",52,0.78,"MCV","LW99"
"p: I->R",52,0.76,"MCV","LW99"
"r: S->I",52,0.72,"MCV","LW99"
"r: I->R",52,0.74,"MCV","LW99"
"S",53,0.66,"MCV","LW99"
"I",53,0.92,"MCV","LW99"
"R",53,0.67,"MCV","LW99"
"p: S->I",53,0.78,"MCV","LW99"
"p: I->R",53,0.76,"MCV","LW99"
"r: S->I",53,0.72,"MCV","LW99"
"r: I->R",53,0.74,"MCV","LW99"
"S",54,0.67,"MCV","LW99"
"I",54,0.89,"MCV","LW99"
"R",54,0.67,"MCV","LW99"
"p: S->I",54,0.78,"MCV","LW99"
"p: I->R",54,0.75,"MCV","LW99"
"r: S->I",54,0.73,"MCV","LW99"
"r: I->R",54,0.74,"MCV","LW99"
"S",55,0.67,"MCV","LW99"
"I",55,0.92,"MCV","LW99"
"R",55,0.67,"MCV","LW99"
"p: S->I",55,0.78,"MCV","LW99"
"p: I->R",55,0.76,"MCV","LW99"
"r: S->I",55,0.72,"MCV","LW99"
"r: I->R",55,0.73,"MCV","LW99"
"S",56,0.67,"MCV","LW99"
"I",56,0.91,"MCV","LW99"
"R",56,0.67,"MCV","LW99"
"p: S->I",56,0.78,"MCV","LW99"
"p: I->R",56,0.74,"MCV","LW99"
"r: S->I",56,0.71,"MCV","LW99"
"r: I->R",56,0.74,"MCV","LW99"
"S",57,0.65,"MCV","LW99"
"I",57,0.91,"MCV","LW99"
"R",57,0.67,"MCV","LW99"
"p: S->I",57,0.78,"MCV","LW99"
"p: I->R",57,0.75,"MCV","LW99"
"r: S->I",57,0.73,"MCV","LW99"
"r: I->R",57,0.74,"MCV","LW99"
"S",58,0.65,"MCV","LW99"
"I",58,0.92,"MCV","LW99"
"R",58,0.66,"MCV","LW99"
"p: S->I",58,0.78,"MCV","LW99"
"p: I->R",58,0.73,"MCV","LW99"
"r: S->I",58,0.71,"MCV","LW99"
"r: I->R",58,0.73,"MCV","LW99"
"S",59,0.64,"MCV","LW99"
"I",59,0.91,"MCV","LW99"
"R",59,0.65,"MCV","LW99"
"p: S->I",59,0.77,"MCV","LW99"
"p: I->R",59,0.74,"MCV","LW99"
"r: S->I",59,0.72,"MCV","LW99"
"r: I->R",59,0.73,"MCV","LW99"
"S",60,0.64,"MCV","LW99"
"I",60,0.92,"MCV","LW99"
"R",60,0.65,"MCV","LW99"
"p: S->I",60,0.77,"MCV","LW99"
"p: I->R",60,0.73,"MCV","LW99"
"r: S->I",60,0.71,"MCV","LW99"
"r: I->R",60,0.73,"MCV","LW99"
"S",0,0,"seMCV","LW99"
"I",0,0,"seMCV","LW99"
"R",0,0,"seMCV","LW99"
"p: S->I",0,0,"seMCV","LW99"
"p: I->R",0,0,"seMCV","LW99"
"r: S->I",0,0,"seMCV","LW99"
"r: I->R",0,0,"seMCV","LW99"
"S",1,0,"seMCV","LW99"
"I",1,0,"seMCV","LW99"
"R",1,0.0099498743710662,"seMCV","LW99"
"p: S->I",1,0,"seMCV","LW99"
"p: I->R",1,0,"seMCV","LW99"
"r: S->I",1,0,"seMCV","LW99"
"r: I->R",1,0.0099498743710662,"seMCV","LW99"
"S",2,0,"seMCV","LW99"
"I",2,0,"seMCV","LW99"
"R",2,0.0099498743710662,"seMCV","LW99"
"p: S->I",2,0,"seMCV","LW99"
"p: I->R",2,0,"seMCV","LW99"
"r: S->I",2,0,"seMCV","LW99"
"r: I->R",2,0,"seMCV","LW99"
"S",3,0,"seMCV","LW99"
"I",3,0,"seMCV","LW99"
"R",3,0,"seMCV","LW99"
"p: S->I",3,0,"seMCV","LW99"
"p: I->R",3,0,"seMCV","LW99"
"r: S->I",3,0,"seMCV","LW99"
"r: I->R",3,0,"seMCV","LW99"
"S",4,0,"seMCV","LW99"
"I",4,0,"seMCV","LW99"
"R",4,0,"seMCV","LW99"
"p: S->I",4,0,"seMCV","LW99"
"p: I->R",4,0,"seMCV","LW99"
"r: S->I",4,0,"seMCV","LW99"
"r: I->R",4,0,"seMCV","LW99"
"S",5,0.0099498743710662,"seMCV","LW99"
"I",5,0.014,"seMCV","LW99"
"R",5,0,"seMCV","LW99"
"p: S->I",5,0,"seMCV","LW99"
"p: I->R",5,0,"seMCV","LW99"
"r: S->I",5,0,"seMCV","LW99"
"r: I->R",5,0.0099498743710662,"seMCV","LW99"
"S",6,0.0099498743710662,"seMCV","LW99"
"I",6,0.017058722109232,"seMCV","LW99"
"R",6,0,"seMCV","LW99"
"p: S->I",6,0.014,"seMCV","LW99"
"p: I->R",6,0,"seMCV","LW99"
"r: S->I",6,0,"seMCV","LW99"
"r: I->R",6,0.0099498743710662,"seMCV","LW99"
"S",7,0.0195959179422654,"seMCV","LW99"
"I",7,0.017058722109232,"seMCV","LW99"
"R",7,0,"seMCV","LW99"
"p: S->I",7,0.0099498743710662,"seMCV","LW99"
"p: I->R",7,0.014,"seMCV","LW99"
"r: S->I",7,0,"seMCV","LW99"
"r: I->R",7,0.014,"seMCV","LW99"
"S",8,0.014,"seMCV","LW99"
"I",8,0.017058722109232,"seMCV","LW99"
"R",8,0.0099498743710662,"seMCV","LW99"
"p: S->I",8,0.0099498743710662,"seMCV","LW99"
"p: I->R",8,0.014,"seMCV","LW99"
"r: S->I",8,0,"seMCV","LW99"
"r: I->R",8,0.014,"seMCV","LW99"
"S",9,0.014,"seMCV","LW99"
"I",9,0.0195959179422654,"seMCV","LW99"
"R",9,0.0099498743710662,"seMCV","LW99"
"p: S->I",9,0.0099498743710662,"seMCV","LW99"
"p: I->R",9,0.0099498743710662,"seMCV","LW99"
"r: S->I",9,0.0099498743710662,"seMCV","LW99"
"r: I->R",9,0.017058722109232,"seMCV","LW99"
"S",10,0.0099498743710662,"seMCV","LW99"
"I",10,0.0217944947177034,"seMCV","LW99"
"R",10,0.0099498743710662,"seMCV","LW99"
"p: S->I",10,0.014,"seMCV","LW99"
"p: I->R",10,0.0099498743710662,"seMCV","LW99"
"r: S->I",10,0.0099498743710662,"seMCV","LW99"
"r: I->R",10,0.014,"seMCV","LW99"
"S",11,0.0099498743710662,"seMCV","LW99"
"I",11,0.0255147016443461,"seMCV","LW99"
"R",11,0.0099498743710662,"seMCV","LW99"
"p: S->I",11,0.017058722109232,"seMCV","LW99"
"p: I->R",11,0.0099498743710662,"seMCV","LW99"
"r: S->I",11,0.0099498743710662,"seMCV","LW99"
"r: I->R",11,0.014,"seMCV","LW99"
"S",12,0,"seMCV","LW99"
"I",12,0.0255147016443461,"seMCV","LW99"
"R",12,0.0099498743710662,"seMCV","LW99"
"p: S->I",12,0.0217944947177034,"seMCV","LW99"
"p: I->R",12,0.014,"seMCV","LW99"
"r: S->I",12,0.014,"seMCV","LW99"
"r: I->R",12,0.017058722109232,"seMCV","LW99"
"S",13,0.014,"seMCV","LW99"
"I",13,0.03,"seMCV","LW99"
"R",13,0.0099498743710662,"seMCV","LW99"
"p: S->I",13,0.0217944947177034,"seMCV","LW99"
"p: I->R",13,0.0099498743710662,"seMCV","LW99"
"r: S->I",13,0.0195959179422654,"seMCV","LW99"
"r: I->R",13,0.0217944947177034,"seMCV","LW99"
"S",14,0.017058722109232,"seMCV","LW99"
"I",14,0.031288975694324,"seMCV","LW99"
"R",14,0.0099498743710662,"seMCV","LW99"
"p: S->I",14,0.0195959179422654,"seMCV","LW99"
"p: I->R",14,0.0099498743710662,"seMCV","LW99"
"r: S->I",14,0.0195959179422654,"seMCV","LW99"
"r: I->R",14,0.0217944947177034,"seMCV","LW99"
"S",15,0.0217944947177034,"seMCV","LW99"
"I",15,0.0271293199325011,"seMCV","LW99"
"R",15,0.014,"seMCV","LW99"
"p: S->I",15,0.0237486841740758,"seMCV","LW99"
"p: I->R",15,0.014,"seMCV","LW99"
"r: S->I",15,0.0237486841740758,"seMCV","LW99"
"r: I->R",15,0.0255147016443461,"seMCV","LW99"
"S",16,0.0217944947177034,"seMCV","LW99"
"I",16,0.031288975694324,"seMCV","LW99"
"R",16,0.0237486841740758,"seMCV","LW99"
"p: S->I",16,0.0237486841740758,"seMCV","LW99"
"p: I->R",16,0.0217944947177034,"seMCV","LW99"
"r: S->I",16,0.0237486841740758,"seMCV","LW99"
"r: I->R",16,0.0255147016443461,"seMCV","LW99"
"S",17,0.0286181760425084,"seMCV","LW99"
"I",17,0.03,"seMCV","LW99"
"R",17,0.0271293199325011,"seMCV","LW99"
"p: S->I",17,0.0255147016443461,"seMCV","LW99"
"p: I->R",17,0.0195959179422654,"seMCV","LW99"
"r: S->I",17,0.0237486841740758,"seMCV","LW99"
"r: I->R",17,0.0271293199325011,"seMCV","LW99"
"S",18,0.031288975694324,"seMCV","LW99"
"I",18,0.0336303434416005,"seMCV","LW99"
"R",18,0.0286181760425084,"seMCV","LW99"
"p: S->I",18,0.0255147016443461,"seMCV","LW99"
"p: I->R",18,0.0271293199325011,"seMCV","LW99"
"r: S->I",18,0.03,"seMCV","LW99"
"r: I->R",18,0.03,"seMCV","LW99"
"S",19,0.031288975694324,"seMCV","LW99"
"I",19,0.0375632799419859,"seMCV","LW99"
"R",19,0.0255147016443461,"seMCV","LW99"
"p: S->I",19,0.0286181760425084,"seMCV","LW99"
"p: I->R",19,0.0217944947177034,"seMCV","LW99"
"r: S->I",19,0.0346987031457949,"seMCV","LW99"
"r: I->R",19,0.0336303434416005,"seMCV","LW99"
"S",20,0.0324961536185438,"seMCV","LW99"
"I",20,0.0384187454245971,"seMCV","LW99"
"R",20,0.0255147016443461,"seMCV","LW99"
"p: S->I",20,0.0271293199325011,"seMCV","LW99"
"p: I->R",20,0.0255147016443461,"seMCV","LW99"
"r: S->I",20,0.0346987031457949,"seMCV","LW99"
"r: I->R",20,0.0336303434416005,"seMCV","LW99"
"S",21,0.0346987031457949,"seMCV","LW99"
"I",21,0.0375632799419859,"seMCV","LW99"
"R",21,0.0324961536185438,"seMCV","LW99"
"p: S->I",21,0.0357071421427143,"seMCV","LW99"
"p: I->R",21,0.0271293199325011,"seMCV","LW99"
"r: S->I",21,0.0357071421427143,"seMCV","LW99"
"r: I->R",21,0.0357071421427143,"seMCV","LW99"
"S",22,0.0346987031457949,"seMCV","LW99"
"I",22,0.0384187454245971,"seMCV","LW99"
"R",22,0.031288975694324,"seMCV","LW99"
"p: S->I",22,0.0324961536185438,"seMCV","LW99"
"p: I->R",22,0.0286181760425084,"seMCV","LW99"
"r: S->I",22,0.0346987031457949,"seMCV","LW99"
"r: I->R",22,0.0336303434416005,"seMCV","LW99"
"S",23,0.031288975694324,"seMCV","LW99"
"I",23,0.0392300904918661,"seMCV","LW99"
"R",23,0.0336303434416005,"seMCV","LW99"
"p: S->I",23,0.0336303434416005,"seMCV","LW99"
"p: I->R",23,0.0271293199325011,"seMCV","LW99"
"r: S->I",23,0.0357071421427143,"seMCV","LW99"
"r: I->R",23,0.0336303434416005,"seMCV","LW99"
"S",24,0.0324961536185438,"seMCV","LW99"
"I",24,0.04,"seMCV","LW99"
"R",24,0.0357071421427143,"seMCV","LW99"
"p: S->I",24,0.0346987031457949,"seMCV","LW99"
"p: I->R",24,0.03,"seMCV","LW99"
"r: S->I",24,0.0392300904918661,"seMCV","LW99"
"r: I->R",24,0.0346987031457949,"seMCV","LW99"
"S",25,0.0346987031457949,"seMCV","LW99"
"I",25,0.0407308237088326,"seMCV","LW99"
"R",25,0.0346987031457949,"seMCV","LW99"
"p: S->I",25,0.0336303434416005,"seMCV","LW99"
"p: I->R",25,0.0324961536185438,"seMCV","LW99"
"r: S->I",25,0.04,"seMCV","LW99"
"r: I->R",25,0.0357071421427143,"seMCV","LW99"
"S",26,0.0375632799419859,"seMCV","LW99"
"I",26,0.0384187454245971,"seMCV","LW99"
"R",26,0.0346987031457949,"seMCV","LW99"
"p: S->I",26,0.0324961536185438,"seMCV","LW99"
"p: I->R",26,0.03,"seMCV","LW99"
"r: S->I",26,0.0392300904918661,"seMCV","LW99"
"r: I->R",26,0.0346987031457949,"seMCV","LW99"
"S",27,0.0384187454245971,"seMCV","LW99"
"I",27,0.0366606055596467,"seMCV","LW99"
"R",27,0.0384187454245971,"seMCV","LW99"
"p: S->I",27,0.0336303434416005,"seMCV","LW99"
"p: I->R",27,0.0271293199325011,"seMCV","LW99"
"r: S->I",27,0.04,"seMCV","LW99"
"r: I->R",27,0.0357071421427143,"seMCV","LW99"
"S",28,0.04,"seMCV","LW99"
"I",28,0.0392300904918661,"seMCV","LW99"
"R",28,0.0357071421427143,"seMCV","LW99"
"p: S->I",28,0.0346987031457949,"seMCV","LW99"
"p: I->R",28,0.0286181760425084,"seMCV","LW99"
"r: S->I",28,0.0420832508250016,"seMCV","LW99"
"r: I->R",28,0.0357071421427143,"seMCV","LW99"
"S",29,0.041424630354416,"seMCV","LW99"
"I",29,0.04,"seMCV","LW99"
"R",29,0.0375632799419859,"seMCV","LW99"
"p: S->I",29,0.0346987031457949,"seMCV","LW99"
"p: I->R",29,0.031288975694324,"seMCV","LW99"
"r: S->I",29,0.0420832508250016,"seMCV","LW99"
"r: I->R",29,0.0375632799419859,"seMCV","LW99"
"S",30,0.0438634243989226,"seMCV","LW99"
"I",30,0.0407308237088326,"seMCV","LW99"
"R",30,0.0392300904918661,"seMCV","LW99"
"p: S->I",30,0.0375632799419859,"seMCV","LW99"
"p: I->R",30,0.0346987031457949,"seMCV","LW99"
"r: S->I",30,0.0407308237088326,"seMCV","LW99"
"r: I->R",30,0.0375632799419859,"seMCV","LW99"
"S",31,0.0420832508250016,"seMCV","LW99"
"I",31,0.0392300904918661,"seMCV","LW99"
"R",31,0.0366606055596467,"seMCV","LW99"
"p: S->I",31,0.0375632799419859,"seMCV","LW99"
"p: I->R",31,0.0366606055596467,"seMCV","LW99"
"r: S->I",31,0.0420832508250016,"seMCV","LW99"
"r: I->R",31,0.04,"seMCV","LW99"
"S",32,0.0433012701892219,"seMCV","LW99"
"I",32,0.0392300904918661,"seMCV","LW99"
"R",32,0.04,"seMCV","LW99"
"p: S->I",32,0.0392300904918661,"seMCV","LW99"
"p: I->R",32,0.0375632799419859,"seMCV","LW99"
"r: S->I",32,0.0427083130081252,"seMCV","LW99"
"r: I->R",32,0.0392300904918661,"seMCV","LW99"
"S",33,0.0438634243989226,"seMCV","LW99"
"I",33,0.041424630354416,"seMCV","LW99"
"R",33,0.0420832508250016,"seMCV","LW99"
"p: S->I",33,0.0384187454245971,"seMCV","LW99"
"p: I->R",33,0.0375632799419859,"seMCV","LW99"
"r: S->I",33,0.041424630354416,"seMCV","LW99"
"r: I->R",33,0.041424630354416,"seMCV","LW99"
"S",34,0.0453762052181537,"seMCV","LW99"
"I",34,0.0433012701892219,"seMCV","LW99"
"R",34,0.0427083130081252,"seMCV","LW99"
"p: S->I",34,0.0407308237088326,"seMCV","LW99"
"p: I->R",34,0.0392300904918661,"seMCV","LW99"
"r: S->I",34,0.041424630354416,"seMCV","LW99"
"r: I->R",34,0.0407308237088326,"seMCV","LW99"
"S",35,0.0438634243989226,"seMCV","LW99"
"I",35,0.041424630354416,"seMCV","LW99"
"R",35,0.0433012701892219,"seMCV","LW99"
"p: S->I",35,0.041424630354416,"seMCV","LW99"
"p: I->R",35,0.0384187454245971,"seMCV","LW99"
"r: S->I",35,0.0420832508250016,"seMCV","LW99"
"r: I->R",35,0.0392300904918661,"seMCV","LW99"
"S",36,0.0438634243989226,"seMCV","LW99"
"I",36,0.0420832508250016,"seMCV","LW99"
"R",36,0.0433012701892219,"seMCV","LW99"
"p: S->I",36,0.0407308237088326,"seMCV","LW99"
"p: I->R",36,0.0375632799419859,"seMCV","LW99"
"r: S->I",36,0.0427083130081252,"seMCV","LW99"
"r: I->R",36,0.041424630354416,"seMCV","LW99"
"S",37,0.0433012701892219,"seMCV","LW99"
"I",37,0.0384187454245971,"seMCV","LW99"
"R",37,0.0433012701892219,"seMCV","LW99"
"p: S->I",37,0.04,"seMCV","LW99"
"p: I->R",37,0.041424630354416,"seMCV","LW99"
"r: S->I",37,0.0427083130081252,"seMCV","LW99"
"r: I->R",37,0.041424630354416,"seMCV","LW99"
"S",38,0.0438634243989226,"seMCV","LW99"
"I",38,0.0392300904918661,"seMCV","LW99"
"R",38,0.0448998886412873,"seMCV","LW99"
"p: S->I",38,0.0392300904918661,"seMCV","LW99"
"p: I->R",38,0.041424630354416,"seMCV","LW99"
"r: S->I",38,0.0433012701892219,"seMCV","LW99"
"r: I->R",38,0.041424630354416,"seMCV","LW99"
"S",39,0.0443959457608462,"seMCV","LW99"
"I",39,0.0366606055596467,"seMCV","LW99"
"R",39,0.0443959457608462,"seMCV","LW99"
"p: S->I",39,0.041424630354416,"seMCV","LW99"
"p: I->R",39,0.041424630354416,"seMCV","LW99"
"r: S->I",39,0.0427083130081252,"seMCV","LW99"
"r: I->R",39,0.0407308237088326,"seMCV","LW99"
"S",40,0.0458257569495584,"seMCV","LW99"
"I",40,0.0366606055596467,"seMCV","LW99"
"R",40,0.0453762052181537,"seMCV","LW99"
"p: S->I",40,0.0420832508250016,"seMCV","LW99"
"p: I->R",40,0.0407308237088326,"seMCV","LW99"
"r: S->I",40,0.0443959457608462,"seMCV","LW99"
"r: I->R",40,0.04,"seMCV","LW99"
"S",41,0.0453762052181537,"seMCV","LW99"
"I",41,0.0346987031457949,"seMCV","LW99"
"R",41,0.0448998886412873,"seMCV","LW99"
"p: S->I",41,0.0407308237088326,"seMCV","LW99"
"p: I->R",41,0.041424630354416,"seMCV","LW99"
"r: S->I",41,0.0438634243989226,"seMCV","LW99"
"r: I->R",41,0.04,"seMCV","LW99"
"S",42,0.0458257569495584,"seMCV","LW99"
"I",42,0.0366606055596467,"seMCV","LW99"
"R",42,0.0453762052181537,"seMCV","LW99"
"p: S->I",42,0.0407308237088326,"seMCV","LW99"
"p: I->R",42,0.0407308237088326,"seMCV","LW99"
"r: S->I",42,0.0433012701892219,"seMCV","LW99"
"r: I->R",42,0.0407308237088326,"seMCV","LW99"
"S",43,0.0466476151587624,"seMCV","LW99"
"I",43,0.0366606055596467,"seMCV","LW99"
"R",43,0.0453762052181537,"seMCV","LW99"
"p: S->I",43,0.0407308237088326,"seMCV","LW99"
"p: I->R",43,0.041424630354416,"seMCV","LW99"
"r: S->I",43,0.0433012701892219,"seMCV","LW99"
"r: I->R",43,0.0420832508250016,"seMCV","LW99"
"S",44,0.0466476151587624,"seMCV","LW99"
"I",44,0.0357071421427143,"seMCV","LW99"
"R",44,0.0462493243193887,"seMCV","LW99"
"p: S->I",44,0.04,"seMCV","LW99"
"p: I->R",44,0.0427083130081252,"seMCV","LW99"
"r: S->I",44,0.0443959457608462,"seMCV","LW99"
"r: I->R",44,0.0420832508250016,"seMCV","LW99"
"S",45,0.0476969600708473,"seMCV","LW99"
"I",45,0.0324961536185438,"seMCV","LW99"
"R",45,0.0458257569495584,"seMCV","LW99"
"p: S->I",45,0.04,"seMCV","LW99"
"p: I->R",45,0.0420832508250016,"seMCV","LW99"
"r: S->I",45,0.0438634243989226,"seMCV","LW99"
"r: I->R",45,0.0420832508250016,"seMCV","LW99"
"S",46,0.047370877129308,"seMCV","LW99"
"I",46,0.0346987031457949,"seMCV","LW99"
"R",46,0.0448998886412873,"seMCV","LW99"
"p: S->I",46,0.04,"seMCV","LW99"
"p: I->R",46,0.0433012701892219,"seMCV","LW99"
"r: S->I",46,0.0443959457608462,"seMCV","LW99"
"r: I->R",46,0.0427083130081252,"seMCV","LW99"
"S",47,0.0476969600708473,"seMCV","LW99"
"I",47,0.031288975694324,"seMCV","LW99"
"R",47,0.0466476151587624,"seMCV","LW99"
"p: S->I",47,0.04,"seMCV","LW99"
"p: I->R",47,0.0433012701892219,"seMCV","LW99"
"r: S->I",47,0.0443959457608462,"seMCV","LW99"
"r: I->R",47,0.0427083130081252,"seMCV","LW99"
"S",48,0.0485386443980464,"seMCV","LW99"
"I",48,0.0346987031457949,"seMCV","LW99"
"R",48,0.047021271782035,"seMCV","LW99"
"p: S->I",48,0.04,"seMCV","LW99"
"p: I->R",48,0.0433012701892219,"seMCV","LW99"
"r: S->I",48,0.0448998886412873,"seMCV","LW99"
"r: I->R",48,0.0427083130081252,"seMCV","LW99"
"S",49,0.048,"seMCV","LW99"
"I",49,0.0336303434416005,"seMCV","LW99"
"R",49,0.047370877129308,"seMCV","LW99"
"p: S->I",49,0.041424630354416,"seMCV","LW99"
"p: I->R",49,0.0433012701892219,"seMCV","LW99"
"r: S->I",49,0.0448998886412873,"seMCV","LW99"
"r: I->R",49,0.0427083130081252,"seMCV","LW99"
"S",50,0.048,"seMCV","LW99"
"I",50,0.031288975694324,"seMCV","LW99"
"R",50,0.0476969600708473,"seMCV","LW99"
"p: S->I",50,0.041424630354416,"seMCV","LW99"
"p: I->R",50,0.0433012701892219,"seMCV","LW99"
"r: S->I",50,0.0448998886412873,"seMCV","LW99"
"r: I->R",50,0.0420832508250016,"seMCV","LW99"
"S",51,0.048,"seMCV","LW99"
"I",51,0.0286181760425084,"seMCV","LW99"
"R",51,0.047370877129308,"seMCV","LW99"
"p: S->I",51,0.041424630354416,"seMCV","LW99"
"p: I->R",51,0.0427083130081252,"seMCV","LW99"
"r: S->I",51,0.0448998886412873,"seMCV","LW99"
"r: I->R",51,0.0438634243989226,"seMCV","LW99"
"S",52,0.0476969600708473,"seMCV","LW99"
"I",52,0.03,"seMCV","LW99"
"R",52,0.047370877129308,"seMCV","LW99"
"p: S->I",52,0.041424630354416,"seMCV","LW99"
"p: I->R",52,0.0427083130081252,"seMCV","LW99"
"r: S->I",52,0.0448998886412873,"seMCV","LW99"
"r: I->R",52,0.0438634243989226,"seMCV","LW99"
"S",53,0.047370877129308,"seMCV","LW99"
"I",53,0.0271293199325011,"seMCV","LW99"
"R",53,0.047021271782035,"seMCV","LW99"
"p: S->I",53,0.041424630354416,"seMCV","LW99"
"p: I->R",53,0.0427083130081252,"seMCV","LW99"
"r: S->I",53,0.0448998886412873,"seMCV","LW99"
"r: I->R",53,0.0438634243989226,"seMCV","LW99"
"S",54,0.047021271782035,"seMCV","LW99"
"I",54,0.031288975694324,"seMCV","LW99"
"R",54,0.047021271782035,"seMCV","LW99"
"p: S->I",54,0.041424630354416,"seMCV","LW99"
"p: I->R",54,0.0433012701892219,"seMCV","LW99"
"r: S->I",54,0.0443959457608462,"seMCV","LW99"
"r: I->R",54,0.0438634243989226,"seMCV","LW99"
"S",55,0.047021271782035,"seMCV","LW99"
"I",55,0.0271293199325011,"seMCV","LW99"
"R",55,0.047021271782035,"seMCV","LW99"
"p: S->I",55,0.041424630354416,"seMCV","LW99"
"p: I->R",55,0.0427083130081252,"seMCV","LW99"
"r: S->I",55,0.0448998886412873,"seMCV","LW99"
"r: I->R",55,0.0443959457608462,"seMCV","LW99"
"S",56,0.047021271782035,"seMCV","LW99"
"I",56,0.0286181760425084,"seMCV","LW99"
"R",56,0.047021271782035,"seMCV","LW99"
"p: S->I",56,0.041424630354416,"seMCV","LW99"
"p: I->R",56,0.0438634243989226,"seMCV","LW99"
"r: S->I",56,0.0453762052181537,"seMCV","LW99"
"r: I->R",56,0.0438634243989226,"seMCV","LW99"
"S",57,0.0476969600708473,"seMCV","LW99"
"I",57,0.0286181760425084,"seMCV","LW99"
"R",57,0.047021271782035,"seMCV","LW99"
"p: S->I",57,0.041424630354416,"seMCV","LW99"
"p: I->R",57,0.0433012701892219,"seMCV","LW99"
"r: S->I",57,0.0443959457608462,"seMCV","LW99"
"r: I->R",57,0.0438634243989226,"seMCV","LW99"
"S",58,0.0476969600708473,"seMCV","LW99"
"I",58,0.0271293199325011,"seMCV","LW99"
"R",58,0.047370877129308,"seMCV","LW99"
"p: S->I",58,0.041424630354416,"seMCV","LW99"
"p: I->R",58,0.0443959457608462,"seMCV","LW99"
"r: S->I",58,0.0453762052181537,"seMCV","LW99"
"r: I->R",58,0.0443959457608462,"seMCV","LW99"
"S",59,0.048,"seMCV","LW99"
